"Nombre","Plataforma","Año","Genero","Editorial","Ventas NA","Ventas EU","Ventas JP","Ventas Otros","Ventas Global","CALIFICACIÓN DEL PUBLICO"
"Parodius","SAT","1995","Shooter","Konami Digital Entertainment","0","0","0.16","0","0.17","Bueno"
"Time Commando","PS","1996","Action","Adeline Software","0.1","0.07","0","0.01","0.17","Bueno"
"The King of Fighters '95","PS","1996","Fighting","Sony Computer Entertainment","0","0","0.16","0.01","0.17","Excelente"
"Bomberman B-Daman","SNES","1996","Shooter","Hudson Soft","0","0","0.17","0","0.17","Bueno"
"Reloaded","PS","1996","Action","Gremlin Interactive Ltd","0.09","0.06","0","0.01","0.17","Malo"
"VR Golf '97","PS","1996","Sports","Gremlin Interactive Ltd","0.09","0.06","0","0.01","0.17","Bueno"
"Tokimeki Memorial: Private Collection","PS","1996","Misc","Konami Digital Entertainment","0","0","0.16","0.01","0.17","Excelente"
"Nobunaga no Yabou: Tenshoki","SNES","1996","Strategy","Tecmo Koei","0","0","0.17","0","0.17","Bueno"
"Street Fighter Alpha 2","SNES","1996","Fighting","Nintendo","0","0","0.17","0","0.17","Aceptable"
"Resident Evil Director's Cut: Dual Shock Edition","PS","1997","Action","Capcom","0","0","0.16","0.01","0.17","Bueno"
"Resident Evil","SAT","1997","Action","Capcom","0","0","0.17","0","0.17","Excelente"
"Itoi Shigesato no Bass Tsuri No. 1","SNES","1997","Sports","Nintendo","0","0","0.17","0","0.17","Malo"
"The King of Fighters '97","PS","1998","Fighting","SNK","0","0","0.16","0.01","0.17","Malo"
"The King of Fighters '97","SAT","1998","Fighting","SNK","0","0","0.17","0","0.17","Excelente"
"Fighter Maker","PS","1998","Fighting","Agetec","0.05","0.04","0.07","0.01","0.17","Bueno"
"Final Fantasy V","PS","1998","Role-Playing","SquareSoft","0","0","0.16","0.01","0.17","Bueno"
"Clock Tower II: The Struggle Within","PS","1998","Adventure","Human Entertainment","0.02","0.01","0.12","0.01","0.17","Malo"
"Power Pro Kun Pocket","GB","1999","Sports","Konami Digital Entertainment","0","0","0.17","0","0.17","Excelente"
"Space Battleship Yamato: Harukanaru Hoshi Iscandar","PS","1999","Strategy","Namco Bandai Games","0","0","0.16","0.01","0.17","Bueno"
"Sound Novel Evolution 1: Otogirisou Sosei-Hen","PS","1999","Adventure","ChunSoft","0","0","0.16","0.01","0.17","Aceptable"
"Tokyo Xtreme Racer","DC","1999","Racing","Genki","0","0","0.17","0","0.17","Excelente"
"Glover","PS","1999","Platform","Atari","0.09","0.06","0","0.01","0.17","Excelente"
"World Driver Championship","N64","1999","Racing","Midway Games","0.14","0.03","0","0","0.17","Excelente"
"Bomberman 64: The Second Attack!","N64","1999","Adventure","Hudson Soft","0.05","0.01","0.11","0","0.17","Malo"
"The Wild Thornberrys: Animal Adventures","PS","2000","Adventure","Mattel Interactive","0.1","0.07","0","0.01","0.17","Excelente"
"World Destruction League: Thunder Tanks","PS2","2000","Action","3DO","0.08","0.07","0","0.02","0.17","Malo"
"Super Robot Taisen Compact 2 Dai-1-Bu","WS","2000","Strategy","Namco Bandai Games","0","0","0.17","0","0.17","Aceptable"
"Turok 3: Shadow of Oblivion","N64","2000","Shooter","Acclaim Entertainment","0.12","0.05","0","0","0.17","Bueno"
"Nightmare Creatures II","PS","2000","Action","Konami Digital Entertainment","0.09","0.06","0","0.01","0.17","Aceptable"
"World Destruction League: Thunder Tanks","PS","2000","Action","3DO","0.09","0.06","0","0.01","0.17","Bueno"
"Batman Beyond: Return of the Joker","PS","2000","Action","Ubisoft","0.09","0.06","0","0.01","0.17","Bueno"
"RC Revenge Pro","PS2","2000","Racing","Acclaim Entertainment","0.08","0.06","0","0.02","0.17","Aceptable"
"Army Men: Sarge's Heroes 2","PS2","2001","Shooter","Midas Interactive Entertainment","0.09","0.07","0","0.02","0.17","Excelente"
"Sports Illustrated for Kids: Baseball","GBA","2001","Sports","BAM! Entertainment","0.12","0.05","0","0","0.17","Excelente"
"Warriors of Might and Magic","PS2","2001","Adventure","3DO","0.09","0.07","0","0.02","0.17","Aceptable"
"ESPN Final Round Golf 2002","GBA","2001","Sports","Konami Digital Entertainment","0.12","0.05","0","0","0.17","Bueno"
"MDK2 Armageddon","PS2","2001","Shooter","Virgin Interactive","0.08","0.07","0","0.02","0.17","Bueno"
"Disney's Atlantis: The Lost Empire","PS","2001","Platform","Sony Computer Entertainment","0.1","0.07","0","0.01","0.17","Excelente"
"Gallop Racer 2001","PS2","2001","Sports","Tecmo Koei","0.05","0.04","0.06","0.01","0.17","Malo"
"NickToons: Racing","PS","2001","Racing","Hasbro Interactive","0.09","0.06","0","0.01","0.17","Excelente"
"SEGA Bass Fishing Duel","PS2","2002","Sports","Sega","0.09","0.07","0","0.02","0.17","Aceptable"
"Mark Davis Pro Bass Challenge","PS2","2002","Sports","Natsume","0.09","0.07","0","0.02","0.17","Malo"
"Rugrats: Royal Ransom","GC","2002","Platform","THQ","0.13","0.03","0","0","0.17","Malo"
"Smash Court Tennis Pro Tournament","PS2","2002","Sports","Sony Computer Entertainment","0.08","0.07","0","0.02","0.17","Excelente"
"Shrek Extra Large","GC","2002","Platform","TDK Mediactive","0.13","0.03","0","0","0.17","Bueno"
"Gunvalkyrie","XB","2002","Shooter","Infogrames","0.13","0.04","0","0.01","0.17","Excelente"
"Disney Golf","PS2","2002","Sports","Electronic Arts","0.07","0.06","0.02","0.02","0.17","Bueno"
"Gauntlet: Dark Legacy","XB","2002","Action","Midway Games","0.13","0.04","0","0.01","0.17","Aceptable"
"Lost Kingdoms","GC","2002","Role-Playing","Activision","0.1","0.02","0.04","0","0.17","Bueno"
"Matchbox Cross Town Heroes","GBA","2002","Racing","THQ","0.12","0.04","0","0","0.17","Malo"
"Wolfenstein 3D","GBA","2002","Shooter","BAM! Entertainment","0.12","0.04","0","0","0.17","Aceptable"
"Cubivore: Survival of the Fittest","GC","2002","Adventure","Nintendo","0.01","0","0.15","0","0.17","Malo"
"NBA Inside Drive 2004","XB","2003","Sports","Microsoft Game Studios","0.13","0.04","0","0.01","0.17","Excelente"
"The Hobbit","GC","2003","Platform","Vivendi Games","0.13","0.03","0","0","0.17","Excelente"
"Metal Arms: Glitch in the System","XB","2003","Shooter","Vivendi Games","0.13","0.04","0","0.01","0.17","Malo"
"Exhibition Volume 02","XB","2003","Misc","Microsoft Game Studios","0.13","0.04","0","0.01","0.17","Malo"
"SWAT: Global Strike Team","XB","2003","Shooter","Vivendi Games","0.13","0.04","0","0.01","0.17","Excelente"
"Goblin Commander: Unleash the Horde","PS2","2003","Strategy","Jaleco","0.08","0.07","0","0.02","0.17","Malo"
"RoadKill","PS2","2003","Action","Midway Games","0.08","0.07","0","0.02","0.17","Excelente"
"Hanjuku Eiyuu Tai 3D","PS2","2003","Role-Playing","Square Enix","0","0","0.17","0","0.17","Aceptable"
"Looney Tunes: Back in Action","GC","2003","Platform","Warner Bros. Interactive Entertainment","0.13","0.03","0","0","0.17","Excelente"
"Hunter: The Reckoning Redeemer","XB","2003","Action","Interplay","0.13","0.04","0","0.01","0.17","Malo"
"Spawn: Armageddon","XB","2003","Action","Electronic Arts","0.13","0.04","0","0.01","0.17","Excelente"
"James Bond 007: Everything or Nothing","GBA","2003","Shooter","Electronic Arts","0.12","0.04","0","0","0.17","Excelente"
"State of Emergency","XB","2003","Action","Take-Two Interactive","0.13","0.04","0","0.01","0.17","Excelente"
"Mega Man Network Transmission","GC","2003","Platform","Capcom","0.13","0.03","0","0","0.17","Excelente"
"Backyard Wrestling: Don't Try This at Home","XB","2003","Fighting","Eidos Interactive","0.13","0.04","0","0.01","0.17","Aceptable"
"Far East of Eden II: Manji Maru","PS2","2003","Role-Playing","Hudson Soft","0","0","0.17","0","0.17","Excelente"
"Midway Arcade Treasures","GC","2003","Misc","Midway Games","0.13","0.03","0","0","0.17","Excelente"
"World Championship Poker","GBA","2004","Misc","Crave Entertainment","0.12","0.05","0","0","0.17","Aceptable"
"Gretzky NHL 2005","PS2","2004","Sports","Sony Computer Entertainment","0.08","0.07","0","0.02","0.17","Excelente"
"Psi-Ops: The Mindgate Conspiracy","XB","2004","Shooter","Midway Games","0.13","0.04","0","0.01","0.17","Excelente"
"Thief: Deadly Shadows","XB","2004","Action","Eidos Interactive","0.13","0.04","0","0.01","0.17","Aceptable"
"Dragon Ball GT: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A","0.12","0.05","0","0","0.17","Excelente"
"Mahjong Fight Club","PSP","2004","Misc","Konami Digital Entertainment","0","0","0.17","0","0.17","Malo"
"Codename: Kids Next Door: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A","0.12","0.05","0","0","0.17","Malo"
"PokÃ©mon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video","GBA","2004","Misc","Nintendo","0.12","0.05","0","0","0.17","Excelente"
"Disney's Home on the Range","GBA","2004","Action","Disney Interactive Studios","0.12","0.04","0","0","0.17","Excelente"
"Gyakuten Saiban 3","GBA","2004","Adventure","Capcom","0","0","0.16","0","0.17","Aceptable"
"Catwoman","PS2","2004","Action","Electronic Arts","0.08","0.06","0","0.02","0.17","Malo"
"Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A","0.12","0.04","0","0","0.17","Aceptable"
"Terminator 3: The Redemption","PS2","2004","Shooter","Atari","0.08","0.06","0","0.02","0.17","Malo"
"World Tour Soccer 2006","PS2","2004","Sports","Sony Computer Entertainment","0.08","0.06","0","0.02","0.17","Bueno"
"Zoo Keeper","DS","2004","Puzzle","Ignition Entertainment","0.1","0.01","0.05","0.01","0.17","Bueno"
"Sega Superstars","PS2","2004","Misc","Sega","0.08","0.06","0","0.02","0.17","Bueno"
"Leisure Suit Larry: Magna Cum Laude","XB","2004","Adventure","Vivendi Games","0.12","0.04","0","0.01","0.17","Excelente"
"FlatOut","XB","2004","Racing","Empire Interactive","0.12","0.04","0","0.01","0.17","Aceptable"
"The Suffering: Ties That Bind","PS2","2005","Action","Midway Games","0.09","0.07","0","0.02","0.17","Bueno"
"EyeToy: Kinetic","PS2","2005","Sports","Sony Computer Entertainment","0.09","0.07","0","0.02","0.17","Malo"
"Global Defence Force","PS2","2005","Shooter","Essential Games","0","0","0.17","0","0.17","Excelente"
"True Crime: New York City","GC","2005","Action","Activision","0.13","0.03","0","0","0.17","Excelente"
"Fight Night Round 2","GC","2005","Fighting","Electronic Arts","0.13","0.03","0","0","0.17","Bueno"
"MX World Tour Featuring Jamie Little","PS2","2005","Racing","Play It","0.08","0.07","0","0.02","0.17","Excelente"
"Hello Kitty: Happy Party Pals","GBA","2005","Misc","THQ","0.12","0.05","0","0","0.17","Excelente"
"Tak: The Great Juju Challenge","GBA","2005","Platform","THQ","0.12","0.05","0","0","0.17","Bueno"
"Batman Begins","GBA","2005","Action","Electronic Arts","0.12","0.05","0","0","0.17","Excelente"
"Sid Meier's Civilization IV","PC","2005","Strategy","Take-Two Interactive","0.02","0.12","0","0.03","0.17","Excelente"
"Beat Down: Fists of Vengeance","PS2","2005","Action","Capcom","0.04","0.03","0.09","0.01","0.17","Bueno"
"SSX On Tour","GC","2005","Sports","Electronic Arts","0.13","0.03","0","0","0.17","Excelente"
"Pursuit Force","PSP","2005","Racing","Sony Computer Entertainment","0.14","0.01","0","0.02","0.17","Malo"
"Mousetrap / Operation / Simon","GBA","2005","Misc","DSI Games","0.12","0.04","0","0","0.17","Bueno"
"Spyro: Shadow Legacy","DS","2005","Action","Vivendi Games","0.14","0.01","0","0.01","0.17","Malo"
"Winning Eleven: Pro Evolution Soccer 2007","DS","2006","Sports","Konami Digital Entertainment","0","0","0.17","0","0.17","Bueno"
"Open Season","GC","2006","Platform","Ubisoft","0.13","0.03","0","0","0.17","Aceptable"
"Major League Baseball 2K6","GC","2006","Sports","Take-Two Interactive","0.13","0.03","0","0","0.17","Excelente"
"The Grim Adventures of Billy & Mandy","GC","2006","Action","Midway Games","0.13","0.03","0","0","0.17","Bueno"
"X-Men: The Official Game","X360","2006","Action","Activision","0.16","0.01","0","0.01","0.17","Excelente"
"Sudoku Gridmaster","DS","2006","Puzzle","Nintendo","0.13","0.03","0","0.01","0.17","Excelente"
"Finding Nemo: Escape to the Big Blue","DS","2006","Action","THQ","0.12","0.04","0","0.01","0.17","Aceptable"
"Top Spin 2","X360","2006","Sports","Take-Two Interactive","0.15","0.01","0","0.01","0.17","Bueno"
"NHL 07","PSP","2006","Sports","Electronic Arts","0.13","0.02","0","0.02","0.17","Aceptable"
".hack//G.U. Vol.1//Rebirth","PS2","2006","Role-Playing","Namco Bandai Games","0","0","0.17","0","0.17","Aceptable"
"Custom Robo Arena","DS","2006","Fighting","Nintendo","0.02","0.02","0.12","0","0.17","Excelente"
"Densetsu no Stafi 4","DS","2006","Platform","Nintendo","0","0","0.17","0","0.17","Excelente"
"25 to Life","XB","2006","Shooter","Eidos Interactive","0.12","0.04","0","0.01","0.17","Malo"
"Lost in Blue 3","DS","2007","Adventure","Konami Digital Entertainment","0.09","0.02","0.06","0.01","0.17","Bueno"
"Professional Fisherman's Tour: Northern Hemisphere","DS","2007","Sports","505 Games","0.16","0","0","0.01","0.17","Excelente"
"Kekkaishi: Karasumori Ayakashi Kidan","DS","2007","Action","Namco Bandai Games","0","0","0.17","0","0.17","Excelente"
"Dementium: The Ward","DS","2007","Shooter","SouthPeak Games","0.15","0.01","0","0.01","0.17","Bueno"
".hack//G.U. Vol.3//Redemption","PS2","2007","Role-Playing","Namco Bandai Games","0","0","0.17","0","0.17","Excelente"
"Pursuit Force: Extreme Justice","PSP","2007","Action","Sony Computer Entertainment","0.07","0.07","0","0.03","0.17","Aceptable"
"Bee Movie Game","X360","2007","Action","Activision","0.16","0","0","0.01","0.17","Bueno"
"Fate/Stay Night [RÃ©alta Nua]","PS2","2007","Adventure","Kadokawa Shoten","0","0","0.17","0","0.17","Aceptable"
"Fuzion Frenzy 2","X360","2007","Misc","Microsoft Game Studios","0.14","0.01","0","0.01","0.17","Aceptable"
"Garfield: Lasagna World Tour","PS2","2007","Action","Blast! Entertainment Ltd","0.08","0.06","0","0.02","0.17","Aceptable"
"Bomberman Land","Wii","2007","Misc","Rising Star Games","0.11","0.02","0.03","0.01","0.17","Aceptable"
"Hot Wheels: Beat That!","X360","2007","Racing","Activision","0.15","0","0","0.01","0.17","Aceptable"
"Naruto Shippuden: Ultimate Ninja 5","PS2","2007","Fighting","Namco Bandai Games","0","0","0.17","0","0.17","Aceptable"
"Surf's Up","Wii","2007","Sports","Ubisoft","0.15","0","0","0.01","0.17","Aceptable"
"Go, Diego, Go! Safari Rescue","DS","2007","Adventure","Take-Two Interactive","0.15","0.01","0","0.01","0.17","Bueno"
"TOEIC Test Training DS","DS","2007","Misc","IE Institute","0","0","0.17","0","0.17","Excelente"
"The Chronicles of Narnia: Prince Caspian","PS3","2008","Action","Disney Interactive Studios","0.14","0.02","0","0.02","0.17","Bueno"
"Rapala Fishing Frenzy 2009","PS3","2008","Sports","Activision","0.16","0","0","0.01","0.17","Bueno"
"Iron Chef America: Supreme Cuisine","Wii","2008","Simulation","Destineer","0.16","0","0","0.01","0.17","Bueno"
"FaceBreaker","PS3","2008","Fighting","Electronic Arts","0.13","0.03","0","0.02","0.17","Aceptable"
"NCAA Football 09 All-Play","Wii","2008","Sports","Electronic Arts","0.16","0","0","0.01","0.17","Aceptable"
"NHL 2K9","X360","2008","Sports","Take-Two Interactive","0.15","0.01","0","0.01","0.17","Bueno"
"Goosebumps HorrorLand","Wii","2008","Adventure","Scholastic Inc.","0.16","0","0","0.01","0.17","Bueno"
"Backyard NFL Football '09","PS2","2008","Sports","Atari","0.08","0.07","0","0.02","0.17","Excelente"
"Cabela's Legendary Adventures","PSP","2008","Sports","Activision","0.16","0","0","0.01","0.17","Aceptable"
"The Rise of the Argonauts","X360","2008","Role-Playing","Codemasters","0.03","0.12","0","0.01","0.17","Bueno"
"Professor Heinz Wolff's Gravity","Wii","2008","Puzzle","Deep Silver","0.04","0.12","0","0.02","0.17","Aceptable"
"NBA 09: The Inside","PSP","2008","Sports","Sony Computer Entertainment","0.16","0","0","0.01","0.17","Bueno"
"Luxor 3","Wii","2008","Puzzle","Mumbo Jumbo","0.16","0","0","0.01","0.17","Malo"
"Bratz Kidz","Wii","2008","Misc","Game Factory","0.16","0","0","0.01","0.17","Bueno"
"Zoo Hospital","Wii","2008","Simulation","Majesco Entertainment","0.14","0.01","0","0.01","0.17","Excelente"
"Disney TH!NK Fast: The Ultimate Trivia Showdown","PS2","2008","Misc","Disney Interactive Studios","0.08","0.06","0","0.02","0.17","Bueno"
"Tak: Mojo Mistake","DS","2008","Action","THQ","0.16","0","0","0.01","0.17","Malo"
"The Naked Brothers Band: The Video Game","PS2","2008","Misc","THQ","0.08","0.06","0","0.02","0.17","Excelente"
"Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales)","PS2","2008","Role-Playing","Atlus","0","0","0.17","0","0.17","Malo"
"Hellboy: The Science of Evil","PS3","2008","Action","Konami Digital Entertainment","0.13","0.02","0","0.02","0.17","Aceptable"
"TransFormers Animated: The Game","DS","2008","Action","Activision","0.15","0.01","0","0.01","0.17","Aceptable"
"Fracture","PS3","2008","Shooter","LucasArts","0.11","0.04","0","0.02","0.17","Aceptable"
"Klonoa","Wii","2008","Platform","Namco Bandai Games","0.11","0.02","0.03","0.01","0.17","Aceptable"
"NBA 09: The Inside","PS2","2008","Sports","Sony Computer Entertainment","0.08","0.06","0","0.02","0.17","Aceptable"
"NCAA Basketball 09","PS3","2008","Sports","Electronic Arts","0.15","0","0","0.01","0.17","Bueno"
"Ashes Cricket 2009","PS3","2009","Sports","Codemasters","0","0.16","0","0.02","0.17","Malo"
"Petz: Horseshoe Ranch","DS","2009","Adventure","Ubisoft","0.16","0","0","0.01","0.17","Malo"
"Stormrise","PS3","2009","Strategy","Sega","0.13","0.02","0","0.02","0.17","Bueno"
"Broken Sword: Shadows of the Templars - The Director's Cut","DS","2009","Adventure","Ubisoft","0.07","0.09","0","0.02","0.17","Bueno"
"Fairytale Fights","PS3","2009","Action","Playlogic Game Factory","0.11","0.04","0","0.02","0.17","Excelente"
"Major League Baseball 2K9","PS3","2009","Sports","Spike","0.16","0","0","0.01","0.17","Excelente"
"SaGa 2: Hihou Densetsu - Goddess of Destiny","DS","2009","Role-Playing","Square Enix","0","0","0.17","0","0.17","Bueno"
"Squeeballs Party","DS","2009","Puzzle","Performance Designed Products","0.16","0","0","0.01","0.17","Malo"
"Ice Age: Dawn of the Dinosaurs","PS2","2009","Action","Activision","0.08","0.07","0","0.02","0.17","Bueno"
"Watchmen: The End is Nigh - The Complete Experience","PS3","2009","Action","Warner Bros. Interactive Entertainment","0.08","0.07","0","0.02","0.17","Excelente"
"Ringling Bros. and Barnum & Bailey: Circus Friends","DS","2009","Action","Take-Two Interactive","0.16","0","0","0.01","0.17","Malo"
"Age of Empires III: Complete Collection","PC","2009","Strategy","Microsoft Game Studios","0.01","0.12","0","0.03","0.17","Excelente"
"Backyard Baseball '10","PS2","2009","Sports","Atari","0.08","0.07","0","0.02","0.17","Excelente"
"Macross Ultimate Frontier","PSP","2009","Action","Namco Bandai Games","0","0","0.17","0","0.17","Aceptable"
"Backyard NFL Football '10","Wii","2009","Sports","Atari","0.16","0","0","0.01","0.17","Aceptable"
